,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
14874,Paraguay,PRY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,38000000.0,35000000.0,40000000.0,42000000.0,34000000.0,38000000.0,36000000.0,20000000.0,38000000.0,41000000.0,46000000.0,27000000.0,33000000.0,37000000.0,37000000.0,28000000.0,30000000.0,28000000.0,22000000.0,19000000.0,16000000.0,14000000.0,28000000.0,16000000.0,26000000.0,32000000.0,36000000.0,36000000.0,36000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
14881,Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.469114,86.26005554,86.412854,87.76236725,88.518177,89.24497986,91.04207,91.666443,92.558399,93.249876,94.686886,96.749045,96.452771,96.677896,96.891335,97.43086,98.23656,97.835616,99.015884,99.000716,99.331532,98.4,99.3,99.6,100.0,
14884,Paraguay,PRY,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,,,1130.0,,,
14887,Paraguay,PRY,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255458.6,252904.39,250350.18,247795.97,245241.76,242687.55,240133.34,237579.13,235024.92,232470.71,229916.5,226495.06,223073.62,219652.18,216230.74,212809.3,209387.86,205966.42,202544.98,199123.54,195702.1,191559.56,187417.02,183274.48,179131.94,174989.4,173331.3,169402.7,166609.3,163816.0,161022.6
14888,Paraguay,PRY,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14893,Paraguay,PRY,Arable land (% of land area),AG.LND.ARBL.ZS,,1.761892776,1.789579663,1.834885477,1.915429147,1.973319909,2.036244651,2.036244651,2.026176693,2.026176693,2.026176693,2.026176693,2.026176693,2.023659703,2.315630506,2.617669268,2.919708029,3.196576894,3.498615656,3.775484521,4.077523282,4.382079033,4.480241631,4.580921218,4.681600805,4.782280393,4.908129877,5.008809464,5.109489051,5.210168638,5.310848226,5.411527813,5.789076265,5.789076265,6.166624717,6.544173169,6.544173169,6.544173169,7.173420589,7.425119557,7.601308835,7.815252957,8.079536874,8.255726152,8.482255223,8.708784294,8.935313365,9.161842436,9.456330229,9.710546187,10.00503398,10.37503146,10.97407501,11.28618173,11.73672288,12.25270576,11.73923987,11.71155298,11.91542915,,
14895,Paraguay,PRY,Agricultural land (sq. km),AG.LND.AGRI.K2,,104110.0,105220.0,106400.0,107720.0,108950.0,110200.0,111210.0,112170.0,113170.0,114170.0,115180.0,116180.0,117660.0,120330.0,122540.0,124740.0,126840.0,124050.0,126150.0,130350.0,134570.0,138930.0,144300.0,149670.0,154990.0,165510.0,170480.0,170850.0,171220.0,141841.4,144395.61,146949.82,149504.03,160320.0,164580.0,190210.0,191710.0,196020.0,200830.0,167383.5,170804.94,195810.0,193460.0,181069.26,184490.7,187912.14,191333.58,194755.02,198176.46,201597.9,205740.44,209882.98,214025.52,217480.0,219530.0,217490.0,217380.0,218190.0,,
14900,West Bank and Gaza,PSE,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.477887603,4.477886073,4.477884235,4.477852498,4.477872882,4.477878002,4.477872045,2.555269478,2.55526837,2.555235698,2.55526757,2.555284566,2.555247556,2.555275892,2.555262373,2.555258675,2.55525196,2.751358802,2.667950749,2.597032218,2.525186831,2.46768715,2.40084832,2.344077211,2.290480058,2.246105276,1.988686349,2.533011484,2.511782463,2.486549938
14908,West Bank and Gaza,PSE,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14916,West Bank and Gaza,PSE,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536657715,,,,,,,,,,0.558542646,,,,,,,,,,0.553855437,,,,,,,,,,
14919,West Bank and Gaza,PSE,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14925,West Bank and Gaza,PSE,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14927,West Bank and Gaza,PSE,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14930,West Bank and Gaza,PSE,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14932,West Bank and Gaza,PSE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14940,West Bank and Gaza,PSE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14945,West Bank and Gaza,PSE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14946,West Bank and Gaza,PSE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14947,West Bank and Gaza,PSE,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14948,West Bank and Gaza,PSE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08208293,21.96005197,21.53205314,21.25964501,20.96529907,20.95701617,20.23610342,17.17918086,16.35581543,15.89171604,17.52490044,17.12140083,21.80389977,21.68429947,23.08329964,22.78199959,18.08410072,20.47669983,20.10250092,16.54089928,14.06480026,15.42020035,12.24030018,11.73750019,10.75990009,10.99409962,12.3156004,10.50520039,12.72959995,,
14950,West Bank and Gaza,PSE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14957,West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9,98.53929901,98.62315369,99.7,98.77187347,98.83439636,99.1,98.04,99.89,99.7,97.63,99.02255249,97.76,99.9,99.7,99.7525177,99.73147583,99.9,99.9,100.0,99.7,99.9903717,100.0,
14960,West Bank and Gaza,PSE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,,,,402.0,,402.0,,,,,,
14963,West Bank and Gaza,PSE,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.79999924,90.79999924,90.79999924,90.79999924,90.79999924,90.79999924,90.79999924,90.79999924,90.79999924,90.79999924,90.8,91.00000381,91.19999886,91.30000114,91.49999619,91.70000076,91.70000076,91.70000076,91.70000076,91.70000076,99.5,91.70000076,91.70000076,91.70000076,91.70000076,101.4,101.4,101.4,101.4,101.4,101.4
14964,West Bank and Gaza,PSE,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094975347,,,,,,,,,,0.094975347,,,,,,,,,,0.094975347,,,,,,,,,,
14969,West Bank and Gaza,PSE,Arable land (% of land area),AG.LND.ARBL.ZS,,16.61129568,16.61129568,16.61129568,16.61129568,16.61129568,16.77740864,16.77740864,16.77740864,16.77740864,16.94352159,16.94352159,16.94352159,16.94352159,17.10963455,17.10963455,17.10963455,17.10963455,17.27574751,17.27574751,17.27574751,17.94019934,17.94019934,17.94019934,17.94019934,17.77408638,17.94019934,18.10631229,18.27242525,18.43853821,18.10631229,17.60797342,17.27574751,17.27574751,17.27574751,18.43853821,17.77408638,17.44186047,13.95348837,16.44518272,16.94352159,16.94352159,16.94352159,16.77740864,16.94352159,16.44518272,15.61461794,14.45182724,13.78737542,10.52325556,7.259136339,7.225913621,7.66611321,9.136212625,10.63122924,8.441860414,8.441860414,,,,
14971,West Bank and Gaza,PSE,Agricultural land (sq. km),AG.LND.AGRI.K2,,3660.0,3660.0,3660.0,3650.0,3650.0,3660.0,3670.0,3670.0,3670.0,3680.0,3680.0,3680.0,3680.0,3690.0,3690.0,3710.0,3730.0,3750.0,3740.0,3750.0,3790.0,3800.0,3820.0,3830.0,3800.0,3800.0,3780.0,3780.0,3770.0,3750.0,3720.0,3700.0,3700.0,3700.0,3760.0,3720.0,3700.0,3490.0,3640.0,3720.0,3690.0,3700.0,3670.0,3670.0,3637.999878,3577.000122,3535.0,3502.000122,2992.999878,2478.999939,2595.0,2719.700012,2808.200073,2980.0,2969.200134,2969.200134,,,,
14976,Pacific island small states,PSS,Population growth (annual %),SP.POP.GROW,,3.274902204,3.349697894,3.333405537,3.220423898,3.026835252,2.831762815,2.664551715,2.519217376,2.40640859,2.323984929,2.246174542,2.173201684,2.123317983,2.094891635,2.086213898,2.071403395,2.056089364,2.075661952,2.135325481,2.210717663,2.316037158,2.383690164,2.339014241,2.150527042,1.88048695,1.573097806,1.323146774,1.199912439,1.243548682,1.398296311,1.58818221,1.72527184,1.779223865,1.725675262,1.590655094,1.450636758,1.340619464,1.251796996,1.190106096,1.159562382,1.121964319,1.089560986,1.085095342,1.120590731,1.179810815,1.258738293,1.321105511,1.353300947,1.337687849,1.289613477,1.232733757,1.193010285,1.185645652,1.224509355,1.291984104,1.366685107,1.42609601,1.469934915,1.488268815,1.488034326
14984,Pacific island small states,PSS,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,3.08,3.12,3.24,3.32,3.4,3.257142857,3.2375,3.2375,3.2375,3.2375,3.2375,3.2375,3.225,3.225,3.188888889
14992,Pacific island small states,PSS,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.846179445,,,,,,,,,,5.78465323,,,,,,,,,,5.72878468,,,,,,,,,,
14995,Pacific island small states,PSS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15001,Pacific island small states,PSS,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,2167.327951,2201.596011,2451.062268,2714.246348,2794.838716,2981.48816,3068.897739,3259.298902,3732.993035,3477.515129,4018.671655,4006.162707,4080.945273,4065.761973,3918.16957,4436.553773,4154.087999,4612.935706,4684.179614,4167.321334,570.0,570.0,580.0,610.0,630.0,660.0,660.0,660.0,650.0,630.0,600.0,620.0,630.0,590.0,650.0,640.0,630.0,650.0,670.0,640.0,640.0,660.0,680.0,680.0,690.0,530.0,530.0,540.0,530.0,,
15003,Pacific island small states,PSS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,2298.160764,2277.220834,2303.901727,2364.373522,2294.143468,2474.605641,2454.133716,2589.810806,2724.464415,2720.16205,2760.219077,2891.804542,3011.370332,2885.839681,2952.085076,3060.47166,3123.16734,3185.05988,3295.5826,3284.53277,1630.0,1710.0,1770.0,1830.0,1920.0,1970.0,2000.0,1990.0,2010.0,2000.0,2000.0,2010.0,1980.0,2010.0,2050.0,2060.0,2070.0,2120.0,2120.0,2110.0,2130.0,2200.0,2270.0,2350.0,2420.0,2040.0,2060.0,2110.0,2130.0,,
15006,Pacific island small states,PSS,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,5144.628938,5173.264849,5438.690121,5823.218615,5968.195401,6257.018943,6288.261093,6750.354152,7393.123068,7251.187506,8389.282488,8547.856989,8622.6918,8495.899822,8019.501311,8886.05791,8622.512348,9144.778485,9549.302988,9173.02534,3510.0,3620.0,4070.0,4200.0,4330.0,4460.0,4550.0,4570.0,4560.0,4600.0,4610.0,4920.0,4800.0,5000.0,5530.0,5460.0,5520.0,5510.0,5160.0,5170.0,5390.0,5460.0,5490.0,5730.0,6050.0,5710.0,6290.0,6470.0,6720.0,,
15008,Pacific island small states,PSS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,353.7927778,366.1784305,384.371694,407.6735534,504.260361,425.1024937,377.8061886,317.068867,-57.01929158,107.1362313,755.1253948,474.7162295,613.9855437,555.8151123,256.4134274,517.7593447,575.6099832,527.0600327,740.0302772,875.6931692,380.0504886,437.4632917,491.9116861,494.6202911,455.2317043,466.2981447,308.4304984,548.9941004,505.5087685,520.6906905,494.7502474,732.2312497,640.662066,695.3081381,996.9044793,797.9694227,791.826387,777.3376044,331.6501829,313.0203818,310.3634382,338.6214154,210.9183793,109.3046017,204.6690114,243.7285713,551.4889099,,,,
15016,Pacific island small states,PSS,CO2 emissions (kt),EN.ATM.CO2E.KT,324.9130259,349.1602666,434.0911423,455.1635278,712.2466315,623.7188016,627.7427939,720.2946161,764.558531,836.9903919,965.7581444,1090.501905,1130.741827,1219.269657,1295.72551,1271.581557,1005.998067,1456.685201,1339.989425,1549.237023,1549.237023,1899.324351,1621.668884,1513.021093,1368.157371,1448.637217,1448.637217,1311.82148,1452.661209,1593.500938,1678.358209,1704.179104,1730.0,1750.0,1760.0,1810.0,1880.0,1880.0,1890.0,1930.0,2010.0,2270.0,2130.0,2340.0,2790.0,2720.0,2770.0,2660.0,2270.0,2340.0,2500.0,2480.0,2410.0,2570.0,2760.0,2950.0,3490.0,3590.0,3780.0,,
15021,Pacific island small states,PSS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.8612261,,,,,,,,,,,,,,474.7098835,423.5328759,410.5258207,393.9584308,,,,,,,,,,,,,
15022,Pacific island small states,PSS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15023,Pacific island small states,PSS,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.71399327,,,,,,,,,,,,,,74.47231998,66.21476609,63.63406877,61.62979577,,,,,,,,,,,,,
15024,Pacific island small states,PSS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.70016566,52.62238236,47.727036,47.96333477,51.39867103,48.15872213,48.10937234,44.60030609,41.12760049,46.71169176,44.6550808,38.5840184,42.72971528,38.5878746,35.75152625,37.92433084,36.49107613,33.65366911,35.40150354,31.79069553,28.24256695,29.93550417,30.4422404,30.68241065,30.87319441,30.34953911,,,,,
15026,Pacific island small states,PSS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15033,Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.10398157,67.5017414,,57.17252235,54.79882659,56.19133647,58.28219394,59.22931797,60.40894125,62.14908641,61.4685169,63.35003993,66.81077751,64.89918469,69.84705578,71.45953622,72.97764916,72.61815608,76.7469137,79.3010795,81.34856488,82.88700418,85.21815975,86.74578058,
15036,Pacific island small states,PSS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15039,Pacific island small states,PSS,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42291.6,42309.26,42365.62,42421.98,42478.34,42534.7,42591.06,42647.42,42703.78,42760.14,42816.5,42872.38,42928.26,42984.14,43040.02,43095.9,43151.78,43207.66,43263.54,43319.42,43375.3,43431.04,43486.78,43542.52,43598.26,43654.0,43709.9,43765.7,43821.6,43877.4,43933.2
15040,Pacific island small states,PSS,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.604655521,,,,,,,,,,2.765410333,,,,,,,,,,2.765410333,,,,,,,,,,
15045,Pacific island small states,PSS,Arable land (% of land area),AG.LND.ARBL.ZS,,2.117497214,2.165260309,2.117497214,2.117497214,2.101576182,2.101576182,2.069734119,1.89460277,1.926444834,1.966247413,1.974207929,2.021971024,2.021971024,2.021971024,2.133418246,2.213023404,2.324470626,2.419996816,2.443878363,2.451838879,2.547365069,2.642891259,2.747970068,2.83394364,2.993153956,2.999522369,3.1157459,3.279732527,3.462824391,3.629995224,3.784879189,3.893998441,3.893998441,3.893998441,3.909586906,3.909586906,3.893998441,3.75370226,3.7583788,3.722525331,3.738113796,3.722525331,3.738113796,3.738113796,3.722525331,3.728760717,3.706936867,3.706936867,3.691348402,3.730319564,3.792673422,3.886204209,3.948558067,4.02650039,4.111613406,4.112236945,4.112236945,4.112236945,,
15047,Pacific island small states,PSS,Agricultural land (sq. km),AG.LND.AGRI.K2,,5113.0,5133.0,5193.0,5193.0,5284.0,5294.0,5224.0,5214.0,5254.0,5319.0,5324.0,5424.0,5474.0,5534.0,5654.0,5834.0,5974.0,6084.0,6189.0,6254.0,6414.0,6554.0,6680.0,6814.0,6984.0,7098.0,7241.0,7454.0,7396.0,7574.0,8132.0,8272.0,8272.0,8262.0,8402.0,8422.0,8412.0,8332.0,8340.0,8322.0,8349.0,8369.0,8409.0,8409.0,8479.0,8541.0,8535.0,8560.0,8580.0,8680.0,8775.0,8850.0,8881.0,8961.0,9067.2,9078.0,9108.0,9108.0,,
15052,Post-demographic dividend,PST,Population growth (annual %),SP.POP.GROW,,1.217333861,1.233945252,1.1999378,1.164815973,1.115125794,1.03163715,0.9657930412,0.9243216541,0.9151519693,0.9060833153,1.112367479,0.932151941,0.8786027067,0.8465196052,0.7984351145,0.7117207584,0.6898174882,0.6889293548,0.7127895093,0.6751842801,0.6683238571,0.6048506156,0.5537553117,0.5175409436,0.5186594354,0.5484681356,0.562478925,0.5812193791,0.6204882646,0.635916154,0.7077137776,0.7087027072,0.6642585434,0.5789718479,0.5288708494,0.5317777002,0.5094272702,0.4865452849,0.4777103228,0.5006140647,0.4798529752,0.503207037,0.4997298119,0.5178541405,0.5082737583,0.5436082765,0.5633823238,0.606078877,0.5150443637,0.4661846695,0.2759991453,0.4199181788,0.4389572372,0.4557693533,0.4474856663,0.4453373598,0.3730174689,0.3441644637,0.2666412882,0.2152155535
15060,Post-demographic dividend,PST,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,
15068,Post-demographic dividend,PST,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.569037576,,,,,,,,,,5.505419764,,,,,,,,,,5.504118497,,,,,,,,,,
15071,Post-demographic dividend,PST,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15077,Post-demographic dividend,PST,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,872843.8049,887667.8889,920188.8361,950975.8304,972360.5069,977858.7656,1016474.856,1025767.154,1035129.677,1081876.287,1059541.408,1032404.712,993967.8425,1001023.818,1023915.107,1033134.701,1012734.417,1004801.799,1006962.461,1029417.198,822060.0,809900.0,796380.0,789330.0,805330.0,806590.0,817440.0,805210.0,778640.0,762910.0,765370.0,764600.0,752640.0,718960.0,746350.0,713800.0,719020.0,715850.0,674500.0,650930.0,638150.0,698950.0,689930.0,650370.0,664000.0,657120.0,645010.0,669880.0,667570.0,,
15079,Post-demographic dividend,PST,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1554278.158,1529227.695,1541947.473,1549896.961,1559121.368,1569804.654,1586907.103,1583322.404,1571535.133,1620717.06,1639865.973,1626652.409,1624023.886,1602573.161,1614274.632,1640001.527,1637435.191,1628659.209,1641827.771,1668709.794,1952110.0,1941210.0,1915060.0,1876240.0,1858960.0,1834070.0,1814150.0,1787470.0,1748820.0,1734920.0,1714000.0,1695560.0,1659320.0,1610290.0,1599800.0,1555220.0,1560340.0,1540170.0,1520240.0,1492060.0,1471670.0,1492210.0,1473850.0,1421780.0,1420890.0,1404220.0,1370720.0,1394720.0,1398670.0,,
15082,Post-demographic dividend,PST,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,12754630.64,12859771.05,13345418.92,13967683.7,13778717.4,13412984.55,14134866.91,14368294.09,14436859.67,14925009.17,14583489.21,14277940.49,13721974.0,13663547.88,14001330.7,14136981.13,14099741.25,14113398.69,14775601.79,15068675.58,14276460.0,14208120.0,14108810.0,14066090.0,14139870.0,14276600.0,14555740.0,14751650.0,14684590.0,14709620.0,14973040.0,14975630.0,14825910.0,14947840.0,15060960.0,14987220.0,14897700.0,15025960.0,14635430.0,13795600.0,14240240.0,14080690.0,13847150.0,13826310.0,13605880.0,13441280.0,13294470.0,13237560.0,13324230.0,,
15084,Post-demographic dividend,PST,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-93301.76911,159644.0153,141963.6626,140344.8774,149637.8008,147940.6301,194661.814,208932.7725,119517.4276,223836.7467,247596.8227,275197.7294,179780.5815,177993.6271,151521.5773,193777.334,173559.3123,-50803.92245,223076.2362,309159.9008,-440086.8229,-417126.1335,-371386.7067,-353817.3393,-364552.8494,-384826.2521,-328665.1951,-209881.1611,-213780.024,-227021.7377,-300481.6852,-304242.5493,-378517.8195,-342710.2096,-348940.5722,-320201.0465,-283088.7718,-238515.3752,-241926.0922,-163040.4075,-181099.6639,-211442.4124,-189000.3979,-138676.0084,-190748.9923,-137872.071,-129079.1365,,,,
15092,Post-demographic dividend,PST,CO2 emissions (kt),EN.ATM.CO2E.KT,5936502.517,6053922.136,6327981.541,6679544.498,7015155.301,7322791.847,7650988.647,7989441.039,8412315.827,8928325.133,9699671.478,9854883.78,10335107.8,10853271.72,10581732.72,10206919.59,10714948.36,10909461.13,11187579.94,11466011.02,11125412.94,10723415.13,10312888.1,10273516.26,10536802.61,10620207.92,10595338.44,10913150.28,11321959.88,11631706.42,11364605.32,11326352.55,11263510.14,11262986.96,11330296.55,11463124.83,11734063.53,11953881.15,11934141.03,12002889.37,12285891.48,12327987.65,12213873.24,12425018.09,12513335.52,12509502.19,12396524.7,12527069.09,12186617.39,11397032.65,11856750.09,11601466.66,11390512.97,11455005.42,11206623.98,11060907.27,10951803.36,10847669.69,10935463.93,,
15097,Post-demographic dividend,PST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2812.288505,2848.671622,2969.271547,3127.901363,3237.04684,3322.748351,3451.971626,3598.324256,3789.854003,4002.759555,4341.319042,4137.520956,4304.417083,4499.36344,4397.140819,4254.551175,4495.853965,4566.777124,4663.874119,4736.061448,4572.232648,4427.130626,4275.32575,4266.839376,4422.867128,4488.997262,4504.544135,4619.341987,4740.914649,4801.952415,4746.106085,4757.765346,4724.319969,4726.057443,4746.600111,4813.433902,4907.235352,4913.833658,4899.674177,4962.133763,5045.401539,5009.904169,5015.08816,5056.947874,5125.391528,5105.879739,5062.557601,5052.125772,4956.090469,4689.926261,4839.709438,4715.829837,4645.969887,4634.860177,4581.85668,4761.342406,,,,,
15098,Post-demographic dividend,PST,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2342.727726,2464.816619,2627.074341,2807.646416,3008.018713,3158.411443,3368.796225,3562.454372,3854.087161,4182.186454,4535.036188,4429.035167,4745.354254,5067.824636,5084.213968,5103.251947,5417.221812,5615.164068,5826.428492,6006.583239,6071.53299,6152.438464,6038.402439,6220.238125,6545.14878,6730.3539,6819.19738,7110.585867,7369.782223,7560.350562,7479.724846,7659.274343,7620.166482,7686.689147,7825.78747,7995.633965,8151.086747,8247.781054,8383.404492,8526.383156,8800.013396,8705.294463,8856.926616,8923.768091,9062.822859,9226.39271,9228.634134,9320.891136,9273.568616,8849.532662,9225.398416,9103.898973,9015.50849,9004.616008,8899.871376,,,,,,
15099,Post-demographic dividend,PST,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.379599,144.4698414,142.2804134,142.2082795,139.9271257,139.1849403,138.7721026,138.1449337,134.88599,132.7707199,130.3817635,128.0116861,126.7534653,125.7836059,124.123929,120.9062305,116.9007528,114.1972894,112.310896,110.7685428,111.62483,107.2663818,105.0058075,103.8819022,101.2909269,98.37569946,,,,,
15100,Post-demographic dividend,PST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.344831217,6.52991431,6.6464018,6.525872611,6.426485064,6.726546569,6.71809223,6.719428973,6.822364878,7.289108084,7.265109873,6.882690778,6.954650081,7.253196323,7.440180543,7.732832566,8.207404956,8.483139685,9.028346783,9.659431417,9.931272308,10.41029472,11.02373446,11.49540261,11.82809003,11.98072263,,,,,
